"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"87292191220","1","G0180: Road Network Development Sector Project","2010-04-05","start-actual","","end-actual","Ministry of Public Works|Asian Development Bank","DAC","Timor-Leste","TLS","210","Transport and storage","Implementation","2010","2014","54027700.1959","30166773.3998"
"87292191124","1","Australian Development Awards East Timor","2010-01-01","start-actual","2017-06-30","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","110","Education","Implementation","2006","2017","25716829.4705","8696750.14792"
"872921051818","0","Human Rights Programme 2010","2010-01-01","start-actual","2010-12-31","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","400","Multisector/cross-cutting","Completion","2010","2010","149680.219847","144467.414898"
"872921051817","0","Support to NGOs 2010","2010-01-01","start-actual","2010-12-31","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","920","Support to non-governmental organisations (NGOs) and government organizations","Completion","2010","2010","11847.2839749","11847.2839749"
"872921051816","0","Support to Government and Civil Society 2010","2010-01-01","start-actual","2010-12-31","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","150","Government and civil society","Completion","2010","2010","35899.3130792","34846.33465"
"872921051815","0","Human Rights Education 2010","2010-01-01","start-actual","2010-12-31","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","110","Education","Completion","2010","2010","25532.9396011","25532.9396011"
"872921051814","0","Human Rights Programme 2011","2011-01-01","start-actual","2011-12-31","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","400","Multisector/cross-cutting","Completion","2011","2011","340786.0","157084.0"
"872921051813","0","Support to NGOs 2011","2011-01-01","start-actual","2012-12-31","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","920","Support to non-governmental organisations (NGOs) and government organizations","Completion","2011","2012","36000.0","36000.0"
"872921051812","0","Support to Government and Civil Society 2011","2011-01-01","start-actual","2011-12-31","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","150","Government and civil society","Completion","2011","2011","21000.0","19303.0"
"872921051811","0","Human Rights Education 2011","2011-01-01","start-actual","","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","110","Education","Completion","2011","2011","9000.0","5877.0"
"872921051810","0","Human Rights Programme 2012","2012-01-01","start-actual","","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","400","Multisector/cross-cutting","Completion","2012","2012","118198.273972","1963.68743308"
"872921051809","0","Support to NGOs 2012","2012-01-01","start-actual","","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","920","Support to non-governmental organisations (NGOs) and government organizations","Completion","2012","2012","47324.8671372","54197.7731529"
"872921051808","0","Support to Government and Civil Society 2012","2012-01-01","start-actual","","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","150","Government and civil society","Completion","2012","2012","28473.4677796","3927.37486615"
"872921051807","0","Human Rights Education 2012","2012-01-01","start-actual","","end-actual","Office of the United Nations High Commissioner for Human Rights","DAC","Timor-Leste","TLS","110","Education","Completion","2012","2012","11782.1245985","12763.968315"
"872921011827","1","Business Registration and Licensing Reform","2010-07-01","start-actual","","end-actual","International Finance Corporation","DAC","Timor-Leste","TLS","250","Business and other services","Implementation","2010","2011","986770.495446","527296.173982"
"87292406967","0","Adviser for Water Supply Improvement","","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","140","Water supply and sanitation","Implementation","2014","2014","","85861.48"
"87292406966","0","Enhancing Community Health Workers'(CHW) Activities through SISCA in Hatolia- Sub District","","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","120","Health","Implementation","2014","2014","510201.58","77043.06"
"87292457128","0","Programa de Apoio à Aliança Global para as Alterações Climáticas em Timor-Leste (10541)","2014-01-01","start-actual","","end-actual","European Union","DAC","Timor-Leste","TLS","400","Multisector/cross-cutting","Implementation","2014","2014","",""
"87292457141","0","Envelope Financeiro - Setor Educação (10435)","2015-02-28","start-actual","","end-actual","Camões - Instituto Da Cooperacao E Da Lingua","POR","Timor-Leste","TLS","110","Education","Pipeline/identification","2015","2015","",""
"87292457150","0","Cooperação na área do desporto - Projeto Global (10458)","2013-01-01","start-actual","2013-12-31","end-actual","Portugal","PRT","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2013","2013","",""
"87292377373","0","P149600/TF016695: Infrastructure Development and PPP","2014-03-20","start-actual","","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","321","Industry","Implementation","2014","2014","250000.0","8260.0"
"87292376055","0","P132567/TF014730 Timor-Leste Land and Resource Governance - Technical Assistance","2013-04-30","start-actual","2015-04-30","end-actual","World Bank","DAC","Timor-Leste","TLS","150","Government and civil society","Implementation","2012","2015","289215.87544","286646.142448"
"87292377339","0","P148808: Programa Nasional Dezenvolvimentu Suku (PNDS) Research and Evaluation Program","2014-04-07","start-actual","","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2014","2014","","591496.0"
"87292377358","0","P146118/TF091651: Human Resources for Health","2013-09-05","start-actual","","end-actual","Australian Aid Program|World Bank|European Union|DFAT - Australian Aid Program","AUS|DAC","Timor-Leste","TLS","120","Health","Implementation","2013","2014","","61667.5139408"
"87292377360","0","P146119/TF091651: Institutional Reform of SAMES","2013-05-24","start-actual","","end-actual","Australian Aid Program|World Bank|European Union|DFAT - Australian Aid Program","AUS|DAC","Timor-Leste","TLS","120","Health","Implementation","2013","2014","","38245.7830759"
"87292377365","0","P145528/TF091651: Timor-Leste Health Programmatic AAA","2013-04-03","start-actual","","end-actual","Australian Aid Program|World Bank|European Union|DFAT - Australian Aid Program","AUS|DAC","Timor-Leste","TLS","120","Health","Implementation","2013","2015","270499.0","220847.087942"
"87292377370","0","P145866: Technical Assistance for Telecoms Regulation","","start-actual","","end-actual","World Bank","DAC","Timor-Leste","TLS","321","Industry","Implementation","2013","2014","34869.1054396","29528.0"
"87292377376","0","P151167/TF016976: Strengthening Country Systems for Service Delivery","2014-06-03","start-actual","","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","150","Government and civil society","Implementation","2014","2014","350000.0",""
"87292377383","0","P147838/TF: Education Sector Policy Advisory Support","","start-actual","","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","110","Education","Pipeline/identification"," "," ","",""
"87292377393","0","P150886/TF016695: Telecommunications Technical Assistance Program","","start-actual","","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","220","Communications","Pipeline/identification"," "," ","",""
"87292496985","0","Provision of textbooks and teacher training for science education towards green growth and a sustainable future","","start-actual","","end-actual","United Nations Educational, Scientific and Cultural Organization","DAC","Timor-Leste","TLS","110","Education","Implementation","2014","2014","","608757.2"
"87292496940","0","The 2nd Project for capacity building of the ministry of education printing center","","start-actual","","end-actual","Korean International Cooperation Agency","KOR","Timor-Leste","TLS","110","Education","Implementation","2013","2014","","210420.178228"
"87292391903","1","The Asia Foundation Timor-Leste Partnership(TAF)","2012-02-08","start-actual","2013-06-30","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","920","Support to non-governmental organisations (NGOs) and government organizations","Implementation","2012","2013","1227797.95341","2325513.00894"
"87292401927","1","The Project for rehabilitation and Improvement of Maliana ⅠIrrigation System Follow Up","2013-04-07","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","311","Agriculture","Implementation","2013","2014","821809.158409","479956.088229"
"87292191227","1","The Project for Community-based Sustainable Natural Resource Management","2010-08-01","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","312","Forestry","Implementation","2010","2014","2880108.07466","2056800.09347"
"87292407183","0","Project for Promoting Agribusiness by Rural Women","2013-10-01","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","311","Agriculture","Implementation","2013","2014","218492.775616","126087.3345"
"87292817419","0","Disaster Risk Reduction Building Community Resilience in Timor-Leste Phase (Cost Modification)","2015-07-01","start-actual","2016-12-31","end-actual","Office of Foreign Disaster Assistance","USA","Timor-Leste","TLS","400","Multisector/cross-cutting","Pipeline/identification","2015","2016","",""
"87292817415","0","Strengthening Labour Migration Management in Timor-Leste - LM.0253","2014-07-21","start-actual","2016-01-20","end-actual","International Organization for Migration Development Fund","DAC","Timor-Leste","TLS","998","Unallocated/unspecified","Implementation","2014","2016","200000.0",""
"87292817412","0","Strengthening Labour Migration Management in Timor Leste-LM.0253","","start-actual","","end-actual","Unspecified","DAC","Timor-Leste","TLS","110","Education","Implementation"," "," ","",""
"87292993450","1","Assistance to Irregular Migrants - SM.0007","2012-09-01","start-actual","2013-08-31","end-actual","International Organization for Migration","DAC","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2012","2014","107652.074607","19334.1804129"
"872921015403","0","Timor-Leste Maize Storage Project (""TLMSP"")","2012-10-01","start-actual","","end-actual","International Fund for Agricultural Development","DAC","Timor-Leste","TLS","500","Commodity aid and general programme assistance","Implementation","2012","2013","4903327.52039","1407831.09728"
"87292191133","1","P104794/IDA-H343, TF091653: Health Sector Strategic Plan Support Project","2008-03-25","start-actual","2015-06-15","end-actual","Australian Aid Program|World Bank|European Union|DFAT - Australian Aid Program","AUS|DAC","Timor-Leste","TLS","120","Health","Implementation","2008","2015","36307091.5081","21570932.9129"
"87292377397","0","P150407/TF016976: Trade and competitiveness for Oecusse","","start-actual","","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","331","Trade policy and regulations","Implementation","2014","2014","","13418.0"
"87292377395","0","P150114/TF016976: Timor-Leste Ec Management and Governance","2014-03-21","start-actual","","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","150","Government and civil society","Implementation","2014","2014","","18248.0"
"87292377390","0","P150515/TF017149: Improving the Quality of Education","","start-actual","","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","110","Education","Pipeline/identification"," "," ","",""
"87292377386","0","P147353/BB: Dialogue and TA for improved social protection policy","","start-actual","","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2014","2014","","109539.0"
"87292377382","0","P151181: Timor Leste","","start-actual","","end-actual","World Bank","DAC","Timor-Leste","TLS","150","Government and civil society","Pipeline/identification"," "," ","",""
"87292377380","0","P151108/TF091651: Medium Term Expenditure Pressure","","start-actual","","end-actual","Australian Aid Program|World Bank|European Union|DFAT - Australian Aid Program","AUS|DAC","Timor-Leste","TLS","120","Health","Pipeline/identification"," "," ","",""
"87292377356","0","P146117/TF091651: Health Resource Tracking Survey","2014-05-28","start-actual","2014-07-04","end-actual","Australian Aid Program|European Union|DFAT - Australian Aid Program","AUS|DAC","Timor-Leste","TLS","120","Health","Implementation","2013","2014","88746.0","90772.781077"
"87292377354","0","P149406/TF093898: Timor-Leste Debt Management Reform Plan","2014-01-07","start-actual","2014-05-30","end-actual","World Bank","DAC","Timor-Leste","TLS","600","Action relating to debt","Completion","2014","2014","98978.0","98977.0"
"87292374712","1","P133282 - Timor-Leste Infra spending analysis - ESW","2013-02-21","start-actual","2014-05-31","end-actual","World Bank","DAC","Timor-Leste","TLS","230|140|210|150","Energy generation and supply|Water supply and sanitation|Transport and storage|Government and civil society","Implementation","2012","2014","258228.460214","378706.412979"
"87292376061","0","P104794/TF091651-2 Technical Assistance - Supervision for Health sector strategic plan support project","2008-04-08","start-actual","2015-06-15","end-actual","Australian Aid Program|European Union|DFAT - Australian Aid Program","AUS|DAC","Timor-Leste","TLS","120","Health","Implementation","2008","2015","4802334.70304","1855630.47898"
"87292376056","0","P133265/TF015197 Building Climate and Disaster Resilience along Dili-Ainaro Road Corridor - Technical Assistance for project preparation","2013-07-26","start-actual","2014-12-31","end-actual","World Bank","DAC","Timor-Leste","TLS","700","Humanitarian aid (Including reconstruction and recovery)","Implementation","2013","2014","1022584.70245","324924.235122"
"87292371459","1","P125360/TF99233: Building the capacities of procurement institutions to achieve development","2011-07-04","start-actual","","end-actual","World Bank","DAC","Timor-Leste","TLS","400","Multisector/cross-cutting","Completion","2011","2014","140000.0","127362.997859"
"87292371753","1","P115947/TF 092247 Planning and Financial Management Capacity Building Program - Program Admin","2008-06-15","start-actual","2014-03-31","end-actual","Australian Aid Program|Irish Aid|European Union|New Zealand Aid Programme, Ministry of Foreign Affairs and Trade|DFAT - Australian Aid Program","AUS|NZL|IRL|DAC","Timor-Leste","TLS","150","Government and civil society","Implementation","2008","2014","1770000.0","1745118.64792"
"87292371755","1","P130056/TF011440 Technical Assistance on Social Protection Administration Reform","2011-12-26","start-actual","2014-10-31","end-actual","Department for International Development|Russian Government|Swedish International Development Cooperation Agency","RUS|SWE|DAC","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2011","2014","545000.0","447502.109387"
"87292191126","1","P092484/TF093959: Planning and Financial Management Capacity Building Program","2008-01-07","start-actual","2014-01-31","end-actual","World Bank|European Union|DFAT - Australian Aid Program|Irish Aid|Australian Aid Program|Norway|New Zealand Aid Programme, Ministry of Foreign Affairs and Trade","AUS|NZL|IRL|NOR|DAC","Timor-Leste","TLS","150","Government and civil society","Implementation","2006","2014","33511944.3408","31737419.1157"
"87292371694","1","P125784 - Social Protection Administration Project","2011-11-10","start-actual","2014-10-31","end-actual","Australian Aid Program|Norway Ministry of Foreign Affairs|Russian Government|DFAT - Australian Aid Program","RUS|AUS|NOR","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2011","2014","1428582.60756","1364042.94169"
"87292374526","1","P125443/TF12495: Global Partnership for Education (GPE) Management Strengthening Project","","start-actual","","end-actual","Australian Aid Program|DFAT - Australian Aid Program","AUS","Timor-Leste","TLS","110","Education","Implementation","2012","2014","2749162.40631","1064156.61669"
"87292371438","1","P116520: TL Second Chance Education Project","2011-04-07","start-actual","2015-12-31","end-actual","World Bank","DAC","Timor-Leste","TLS","110","Education","Implementation","2011","2015","5000000.0","1694023.76424"
"87292371460","1","P125032 - Timor Leste Road Climate Resilience Project","2011-08-30","start-actual","","end-actual","World Bank","DAC","Timor-Leste","TLS","210","Transport and storage","Implementation","2011","2014","61316553.6342","6258106.30949"
"87292367326","0","L3020/3021(SF): ROAD NETWORK UPGRADING SECTOR PROJECT (SF)","","start-actual","","end-actual","Asian Development Bank","DAC","Timor-Leste","TLS","210","Transport and storage","Implementation","2013","2014","5190392.0503","87024.0"
"87292361442","1","L2857/2858(SF)-TIM :Road Network Upgrading Sector Project (Loan Project)","2012-06-13","start-actual","","end-actual","Ministry of Public Works|Asian Development Bank","DAC","Timor-Leste","TLS","210","Transport and storage","Implementation","2012","2014","52037716.9765","11793982.6087"
"87292361906","1","TA 8064: Second District Capital Water Supply Project (Second Distric Capital Water Project)","","start-actual","","end-actual","Asian Development Bank","DAC","Timor-Leste","TLS","140","Water supply and sanitation","Pipeline/identification","2012","2014","540014.044096","183552.0"
"87292361905","1","TA 7981: Strengthening Water Sector Management and Service Delivery","2012-01-09","start-actual","","end-actual","Asian Development Bank","DAC","Timor-Leste","TLS","140","Water supply and sanitation","Implementation","2012","2014","1178212.45985","143585.380636"
"87292361441","1","TA4942: Infrastructure Project Management","2007-09-04","start-actual","","end-actual","Australian Aid Program|Ministry of Public Works|Asian Development Bank|DFAT - Australian Aid Program","AUS|DAC","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2007","2014","17927955.614","10102850.5571"
"87292364174","1","TA 8278: Infrastructure Management","2013-01-18","start-actual","","end-actual","Asian Development Bank","DAC","Timor-Leste","TLS","160","Other social infrastructure and services","Implementation","2012","2014","1523835.69913","375886.0"
"87292366378","0","TA 8256-TIM: Preparing Regional Economic Integration","","start-actual","","end-actual","Asian Development Bank","DAC","Timor-Leste","TLS","998","Unallocated/unspecified","Implementation","2012","2014","834567.159058","176980.618385"
"87292407319","0","Industrial Policy Advisor","2014-03-10","start-actual","","end-actual","Japan International Cooperation Agency","JPN","Timor-Leste","TLS","321","Industry","Implementation","2014","2014","","58394.45"
"87292361446","1","G0274:Mid-Level Skills Training Project (Grant Project)","","start-actual","","end-actual","Officer of the Vice Prime Minister, Coordinator of Social Affairs|Secretary of State for Professional Training and Employment Policy|Asian Development Bank","DAC","Timor-Leste","TLS","110","Education","Implementation","2012","2014","12763968.315","2586529.77513"
