"transaction_id","project_id","transaction_isodate","transaction_year","transaction_value_code","transaction_currency","transaction_value"
"8eP7oeTaXt4YAGqrwgsQGN","87292404405","","2014","D","USD","51218.31"
"dK2RZLRuodpxJR8NJA5yg3","87292191157","","2010","C","USD","78845438.8421"
"KfCqo7gpNWycXHspxvjmj8","87292191157","","2010","D","USD","19632197.6272"
"S9wFtnZX9XjNgqTkTWUY2K","87292191157","","2011","D","USD","18985403.7"
"Sk592nFUErUvC5PZLrBMEZ","87292191157","","2012","D","USD","19365435.8002"
"M8TCeuqhRjSgda2ZJkWJj4","87292191157","","2013","D","USD","10288937.9596"
"zYRhm7F3Azt2pAod2kxKXE","87292814702","","2014","C","USD","200000.0"
"QVhcXvy9VmwtpfMGWFf7w","87292814705","","2014","C","USD","1400000.0"
"M7NLXFBpEKNCQ3EsoYaqNg","87292405777","","2013","C","USD","1073160.79155"
"87WvBrpqapgEJS9jB5mqzj","87292405777","","2013","D","USD","49127.8922517"
"KzncKEzqwuJvaZvePTmkZb","87292191428","","2006","C","USD","4762565.14292"
"2BnuPmPAbEjymvN2MoWfv3","87292191428","","2012","C","USD","1035946.61413"
"F37AXfxpWQWB3kQe3tjrMJ","87292191428","","2014","D","USD","200000.0"
"ddFX7bFQxtfyMYK5QvBmoB","87292191252","","2012","C","USD","3468177.36021"
"BS37PAni277j5on8efcVQG","87292191252","","2014","C","USD","1499974.0"
"TtRVhksHpGYJNzRzG4Q4Wh","87292191252","","2009","D","USD","186455.106076"
"jSgiJVBjCVW5Bxf9a6ENEN","87292191252","","2010","D","USD","398039.123347"
"K4tLC87MQeM8eeYfJLxDcE","87292191252","","2011","D","USD","196400.0"
"WWRUJrM9tHDWF986XRsYfg","87292191252","","2012","D","USD","482571.27746"
"LLXMAf6KPaUnvMRXj8GKfN","87292191252","","2013","D","USD","968976.474106"
"5YvPEQFGfXBPkgPCkVhG8U","87292191252","","2014","D","USD","492798.0"
"iQFTaPGBDxxb59NZJHZ2Rj","87292481766","","2011","C","USD","11557037.72"
"XEuRqYm7AMrk6RTc4LLJCP","87292481766","","2010","D","USD","50597.2476288"
"fcXUm5bJrbL8VtowjkeDck","87292481766","","2011","D","USD","18777.23"
"X57hUnH8KtCuGRxX3Ji2sm","87292481766","","2012","D","USD","713666.52717"
"mRYVkBeHukWQXnfi7T8AwN","87292481766","","2013","D","USD","1411971.38465"
"SJwncotnWHVgKhigpVtASe","87292481766","","2014","D","USD","269292.21"
"ap8C4QLie7oNF9XnfAZySi","87292401936","","2010","C","USD","1018066.16845"
"Zxf4WhRfYfac3MxUnh8Nzi","87292401936","","2010","D","USD","26650.9453208"
"e8vtCYANnR2QiXmZkZbb2L","87292401936","","2011","D","USD","62627.21"
"haE2TbBvTrX8YMk5k9XBu9","87292401936","","2012","D","USD","153183.70238"
"mkAxpi5sFjsLNi2ZaHnhLU","87292401936","","2013","D","USD","94676.820678"
"TKEGv4sXoBkCAZ2fxRwxVB","87292407201","","2014","D","USD","15735.0"
"3BLMxgiikPFtxs3Zp7MrEg","87292191257","","2010","C","USD","2144766.92649"
"wzGmLND73PUDLiKj2zGdq5","87292191257","","2010","D","USD","103118.351191"
"gEVkfQ6xxGfsL3T6NUsJH5","87292191257","","2011","D","USD","286751.0"
"UTzZE5989H7UXReieHR2jD","87292191257","","2012","D","USD","531302.144799"
"RoTYamsCoKgDVP4rukyKVU","87292191257","","2013","D","USD","415665.187837"
"QRsuUWnnZ5Q522FRKazRi3","87292191257","","2014","D","USD","135770.0"
"iUjkqGQgqbaLZVoi9Ue9eV","87292434908","","2011","C","USD","1303101.38"
"qCi7QmBfGTzBasnRLqyuQS","87292434908","","2012","D","USD","753645.210164"
"MytrNt3EBrV46M5m5CoNpg","87292434908","","2013","D","USD","528927.599103"
"xbb6bVFfSqevKoHzFJr5xE","87292431583","","2012","C","USD","2055948.10595"
"eb6MAFFWx9WPWTWYTH2RcG","87292431583","","2012","D","USD","745939.072297"
"jKvptWeyNLBRAgZ2Gq5oDC","87292431583","","2013","D","USD","832310.610909"
"c4Wffw4bDYVYYXCrzo45WW","87292645448","","2012","C","USD","4885402.24512"
"7j8YmFh8C5GPNeqLPbcsNB","87292645448","","2013","D","USD","535517.899281"
"HNqU62DdWPWL9F8k4jJyTA","87292645448","","2014","D","USD","277661.86"
"UNxDAFh2Ab4wocMB2LFJye","87292401918","","2011","C","USD","64840.04"
"rtxuyUNyrS97cUC3F8heQ4","87292401918","","2012","C","USD","184701.248963"
"5vP2ymxF5sQ5r7zqXFxSm9","87292401918","","2013","C","USD","139119.395089"
"QwxKLeAFpQdbbN3jYati76","87292401918","","2014","C","USD","135308.64"
"cqUtc2nwR7w3iEXorat86V","87292401918","","2011","D","USD","64840.04"
"FnmhLAHavrUsnyRpDrwuYo","87292401918","","2012","D","USD","185899.599038"
"ppssw4UqRyToUPk5LABV4o","87292401918","","2013","D","USD","114762.749607"
"Xw6NbdkoK4avFu8aVTLwaj","87292401918","","2014","D","USD","69994.1"
"4Xs7TDeRgbenG7wiQ9kZeS","87292483953","","2013","D","USD","142058.158916"
"cSLqty958yhD4hDgh62SAV","87292483953","","2014","D","USD","4664.3"
"BnZJvtDkEHNGnirCLVtTu7","87292936976","","2013","C","USD","74868.6939267"
"wRkfQZCd3yquqh5pCTD36k","87292936976","","2014","C","USD","753789.0"
"vQqgiX5qjyvN4Jk43rdyxj","87292936976","","2015","C","USD","701560.0"
"YfzAhEcjy7vPFMuKHYphi5","87292936976","","2016","C","USD","609000.0"
"5HczG9DjsPtH4NTBVEMm8m","87292936976","","2013","D","USD","74868.6939267"
"LV2yXB6DStZGV7oWmVWycP","87292936976","","2014","D","USD","176442.0"
"Ao3EBg25jAsZdxdQZvoiQC","87292817405","","2014","C","USD","1018137.0"
"6TQonhXvSdWZNbGTtigPJX","87292817405","","2014","D","USD","161702.0"
"JGnk9taqkuTiQmE5TE69tU","87292817407","","2014","C","USD","39944.99"
"eW2DV94qC8P2usKAQ5KCQi","87292817407","","2014","D","USD","1136.5"
"YN8V4PydtBEHtf9ehQ8SH8","87292405693","","2013","C","USD","175816.396507"
"TiKVPNweAHGVUwKzwdAa5J","87292405693","","2013","D","USD","175816.396507"
"ph2KETEwCprWoQJyPQTR4","87292495983","","2009","D","USD","53568.0460849"
"LsdmoyPByMp3EuunnPbmjJ","87292401680","","2011","C","USD","99550.42"
"nLVkWyFBwoMFKiSrHqve","87292481497","","2006","C","USD","967430.509142"
"eFrTeaHBrA9gRpRLXV7qVU","87292481497","","2010","D","USD","899782.200961"
"Qv479CjnfJEnCBKAGus5PB","87292452210","","2013","D","USD","3634933.37747"
"pNWdtxAfAvKbbxjYdJKjbg","872921011801","","2010","C","USD","21756.086749"
"rov2MxoLR9gUjYhcPbkHn","872921011801","","2010","D","USD","21756.086749"
"DHLHaKSooNhGeWUuvLAqQm","87292891654","","2010","C","USD","97025.1704842"
"Kv3LVuDASMgFPBcVpXc7Gc","87292891654","","2011","C","USD","143000.0"
"ACuk2iZQcVcZZsvhZWMj2K","87292891654","","2010","D","USD","97025.1704842"
"ZyJrp8gLeJyvrYpESyoMY7","87292891654","","2011","D","USD","143000.0"
"yctoVZx8MPwgJ8VrpjYuc4","87292891654","","2012","D","USD","97434.2430544"
"mxxmR9apSSwUo2DBXAN6c5","87292891654","","2013","D","USD","85251.543855"
"gUaGhG53hcKN78qwLindza","87292861566","","2009","C","USD","846487.303829"
"bkbazFb4xXNt9K6fc8z6LU","87292861566","","2013","C","USD","41316.5536342"
"tc6FzBWs8i3Xe74cjeGmbT","87292861566","","2009","D","USD","166045.601581"
"aeAUs4Epbi2ddmrWmUprCF","87292861566","","2010","D","USD","386621.814075"
"GfAw2BkSnRfQyB6BmCfT6c","87292861566","","2011","D","USD","278299.0"
"uXuU44iYAvffYAp4EHK2FV","87292861566","","2012","D","USD","113212.471579"
"YszMoPsa6W66YEkvccmfH8","87292861566","","2013","D","USD","40159.6901325"
"hJdfQahydFP3X7iTDVCutV","87292861566","","2014","D","USD","43362.0"
"s6Qiyg5UQ7tGmkLYipy926","87292651793","","2011","C","USD","4016.15"
"5CoY5uJUKboom5rKWbmxJj","87292651793","","2011","D","USD","3995.18"
"n8YAKEH9BoZmjiowgmuaq5","87292611848","","2010","C","USD","715157.211875"
"vV2NnCd6wKAAUwjFAHovFL","87292611848","","2009","D","USD","5377.67674222"
"7pwxgwEFd6akyjKnqJwydi","87292611848","","2011","D","USD","357196.0"
"Wr4PCyRianYCfiB4kAwdn6","87292491507","","2010","C","USD","6127905.50427"
"E645SLXQThcqathLvfWrWT","87292491507","","2010","D","USD","33750.2770452"
"hkRPkANw7dFftnRRxsPABM","87292491507","","2011","D","USD","2279718.03"
"Q46oFCYM5ixzWdXC9cTVgS","87292491507","","2012","D","USD","3552196.07364"
"W3nJbPePU99kpxY4Lq2rkJ","87292391559","","2011","C","USD","415858.5"
"K3i7Pvmw8QCBUGgMykHyia","87292391559","","2012","C","USD","2754645.49291"
"Tvp8PdKxy5NMaPpMFLCT2h","87292391559","","2011","D","USD","410730.84"
"Zhdp6ScVtLbCguGFDtcqNM","87292391559","","2012","D","USD","2903461.59115"
"EyVSnqcJCVUWJB63jArw4n","87292191422","","2009","C","USD","8601053.19046"
"hZeMmthQbktTa4jf7jn4bA","87292191422","","2009","D","USD","306197.493005"
"qc9ZDgC63s4UcdsjmumxA9","87292191422","","2010","D","USD","1379920.3264"
"o7SmajDRC4FfxaGDN2NhT9","87292191422","","2011","D","USD","1373649.74"
"hPdqoaTHU7pTZtSBr7pCi8","87292191295","","2009","C","USD","303574.819929"
"PKJEnSnaTjDBd9LjgVmT7K","87292191295","","2010","D","USD","299571.852434"
"tCCzptbBxSmGGwcPTEkLxM","87292191273","","2010","C","USD","280862.335612"
"HCiCrhgbLursaXkLvBqzdk","87292191273","","2011","D","USD","64662.0"
"Mgt9rvhvTD7Cuvke9yhQZ4","87292191273","","2012","D","USD","20754.2124802"
"gYGWZghCYDqaQ6eFhPzmuD","87292191220","","2010","C","USD","54027700.1959"
"od5EiwUWGc6YVs7Bw4qj","87292191220","","2010","D","USD","994484.507159"
"Lcds4Lc2FGnA8qDbtP4TWQ","87292191220","","2011","D","USD","2131149.0"
"QF28DcZ53Qbz57zhJPQ6dD","87292191220","","2012","D","USD","7651849.7646"
"6zazerg8WgmiWVDDZRCDHG","87292191220","","2013","D","USD","12838086.128"
"yGLEN3YWpDuYt6WpNjGpoN","87292191220","","2014","D","USD","6551204.0"
"ZpSPjkeUtpQPYkQqF2VAyF","87292191124","","2006","C","USD","25716829.4705"
"RGw84gBbB3sAedwE2fq2uV","87292191124","","2010","D","USD","2130052.27297"
"mpETKGpiTzNkPon4Rord4C","87292191124","","2011","D","USD","2109205.88"
"cN5AVan7geGyP2aoesgYNG","87292191124","","2012","D","USD","2479885.65998"
"4JixkzjtpuidsAfpW4aHCf","87292191124","","2013","D","USD","1977606.33497"
"LnGECfFcMiNERHqneXFHmV","872921051818","","2010","C","USD","149680.219847"
"Qu789wzFtYXcvRapona3vm","872921051818","","2010","D","USD","144467.414898"
"cBKFGUAiGmBmg3syZLPzgT","872921051817","","2010","C","USD","11847.2839749"
"zDfyNseuCk59cEXhat8KgG","872921051817","","2010","D","USD","11847.2839749"
"YkGoEfHeyU9zPUSG334BZb","872921051816","","2010","C","USD","35899.3130792"
"fBLcafXme3fkRzSYdvNVFb","872921051816","","2010","D","USD","34846.33465"
"7BB9iaodfXCBWkWrE8e2AH","872921051815","","2010","C","USD","25532.9396011"
"X6LZhNHCBz8q4UGH7TrPVk","872921051815","","2010","D","USD","25532.9396011"
"M5LXEcn2Rv7aKSMsJLu4CG","872921051814","","2011","C","USD","340786.0"
"hqmLLsCPW75ngJUUFT7PMk","872921051814","","2011","D","USD","157084.0"
"paXdXyvxGPSPquU8GK9TUK","872921051813","","2011","C","USD","36000.0"
"onWkWwtMDmbkCT9iEqEpN3","872921051813","","2011","D","USD","36000.0"
"EE2Cd7eGVuuTvpffz7Dhwf","872921051812","","2011","C","USD","21000.0"
"3GKzgU955YsWm6XAL5EvUS","872921051812","","2011","D","USD","19303.0"
"nM9BuGsp7k7CQ7eDNmaZkU","872921051811","","2011","C","USD","9000.0"
"vinDztUmknf9DFz8pfbd7F","872921051811","","2011","D","USD","5877.0"
"kGaGE3mQfUVaE3CaCJ6gHL","872921051810","","2012","C","USD","118198.273972"
"NbrHn3WX78RiNmj7becGUe","872921051810","","2012","D","USD","1963.68743308"
"pzUreqLqv8ZJBaChWzUmcB","872921051809","","2012","C","USD","47324.8671372"
"5FzYsvwGkZ3KFeXt3efkec","872921051809","","2012","D","USD","54197.7731529"
"fSuUU8saBkCE3enDJFMdci","872921051808","","2012","C","USD","28473.4677796"
"TuBvWUZVEE8zCqhTQoDykW","872921051808","","2012","D","USD","3927.37486615"
"fUbiD96ST2eVzHHo3Mqq2T","872921051807","","2012","C","USD","11782.1245985"
"UsrK6uzVuH2n7WPk6nDjve","872921051807","","2012","D","USD","12763.968315"
"uPwJSjp4pE3aZ4SrXqT42j","872921011827","","2010","C","USD","986770.495446"
"YEGCXzHJSup2KWgtaRqoZ8","872921011827","","2010","D","USD","219578.173982"
"Btn3Z8TBTmioEtPXTZYgGb","872921011827","","2011","D","USD","307718.0"
"7cafthn2Pvp26TaEaeUuUe","87292406967","","2014","D","USD","85861.48"
"MAwa7sKhZpiuwvUfUXCX7U","87292406966","","2014","C","USD","510201.58"
"gu8GCMeJA5opKyXqZjtdfQ","87292406966","","2014","D","USD","77043.06"
"6YToN9vPmf9GBYhVM3M5x6","87292377373","","2014","C","USD","250000.0"
"Q9xU7ztt2Buk8VhPM3kezh","87292377373","","2014","D","USD","8260.0"
"RJDvk5HmoDXLKbmQaaK2XU","87292376055","","2013","C","USD","289215.87544"
"9uzyabHxxCsPndDgVGdFJe","87292376055","","2012","D","USD","3118.33564373"
"ezc9e8G3BSPGXLTXjmbuZ9","87292376055","","2013","D","USD","246376.806804"
"4bbeMDM9EBP7qbZhefV9VP","87292376055","","2014","D","USD","37151.0"
"oRr2j5ZB7TDoFiuaqRBUiU","87292377339","","2014","D","USD","591496.0"
"M6gtcEmFzSGBmn9iR6dFfd","87292377358","","2013","D","USD","42727.5139408"
"vheZ6o3XTdqiaUcy6yqx7g","87292377358","","2014","D","USD","18940.0"
"AKzBnZPJY6XBkfWtjKybdd","87292377360","","2013","D","USD","35580.7830759"
"CEnbTDgmau34UkctKKvDAG","87292377360","","2014","D","USD","2665.0"
"3Ws8PYTtra8pz7LN7sMuCB","87292377365","","2014","C","USD","64869.0"
"CUoxDVoooCxD4BJnJeBYu9","87292377365","","2015","C","USD","205630.0"
"z92gavXWvNmB2zGFefL9nX","87292377365","","2013","D","USD","67004.0879424"
"9sLjmyXwbEftn9w8ZiShAn","87292377365","","2014","D","USD","153843.0"
"5M2aUBs45uyXcyaPZHpc4B","87292377370","","2013","C","USD","34869.1054396"
"VxoV644ZGbjRgurj4qXszW","87292377370","","2014","D","USD","29528.0"
"Jtz7f6n5MTkD78rYgrsvy7","87292377376","","2014","C","USD","350000.0"
"Sh8WkYLn6mGDPj9N3xM9Ek","87292496985","","2014","D","USD","608757.2"
"dKR5Bqbu7a9BwHHs5iJyLk","87292496940","","2013","D","USD","172782.718228"
"VckZLkA2SSxfHpuPnLBS5L","87292496940","","2014","D","USD","37637.46"
"gg7E9FquZCAV74ihWVwu6B","87292391903","","2012","C","USD","1227797.95341"
"PGNQQxFeMJWkypk8F3PptT","87292391903","","2012","D","USD","1477921.29507"
"psWFrYGugRj6RihhXVRcnE","87292391903","","2013","D","USD","847591.713866"
"BzyfLp6fh8ZdYqqB2k3g8G","87292401927","","2013","C","USD","126443.538409"
"fKZ7XamgpgdG5id2mpsdA8","87292401927","","2014","C","USD","695365.62"
"UP9rgbQn4ex4bsCAiYNe36","87292401927","","2013","D","USD","120258.698229"
"fbAEk7MkV524vdz9GquucY","87292401927","","2014","D","USD","359697.39"
"KS4UfgaAmhxwMSNmTQzTqD","87292191227","","2013","C","USD","1477059.64466"
"7NZeZSMfwKLrJ7GuTnEh7K","87292191227","","2014","C","USD","1403048.43"
"hFvVpLMQmn26uKLRf3HXtV","87292191227","","2013","D","USD","1331018.99347"
"CiWLuE2Z7j38zCHt56PjvQ","87292191227","","2014","D","USD","725781.1"
"jFgXCispwLrJhma2LdmQhC","87292407183","","2013","C","USD","42462.3856162"
"pTU84NEEPp7CraiNuaLqzK","87292407183","","2014","C","USD","176030.39"
"KxDnZsvQhnQqDx8stqAnyA","87292407183","","2013","D","USD","35028.1845002"
"QEwgjkYBqKuaoPUPvdNh6J","87292407183","","2014","D","USD","91059.15"
"qVKpxKrHNSSWhqs35TDZwn","87292817415","","2014","C","USD","200000.0"
"vf6SKYaEFqBFaxXYa9LqVo","87292993450","","2012","C","USD","107652.074607"
"4q4sLouRgsM8t2Avc3v9Ua","87292993450","","2012","D","USD","4505.88700238"
"gea3GhzZsvkfwGpvNxZWWi","87292993450","","2013","D","USD","11638.2534105"
"gNNVSCbqxQgpgnWxLpHDiX","87292993450","","2014","D","USD","3190.04"
"DBQrnteJheRZBjVCvYC2BV","872921015403","","2012","C","USD","4903327.52039"
"Av9ztZKbY8JyZFrZEMQPFR","872921015403","","2012","D","USD","134271.055612"
"vAefSeWModhNi5nF7YMgAh","872921015403","","2013","D","USD","1273560.04167"
"gHK3SSGhcRuWek8t6Ce53e","87292191133","","2008","C","USD","29336001.1207"
"w83S8qLhgMyccgXtBEpcXk","87292191133","","2012","C","USD","6971090.38742"
"CNssw4YdYkxiVDsmrRjajN","87292191133","","2008","D","USD","1311568.7627"
"BTsxPYQa7NYv7UiNQYnGtQ","87292191133","","2009","D","USD","2117357.75574"
"KtFg3UsiRRPkAcR7Bft7Uh","87292191133","","2010","D","USD","4015468.3859"
"kpTd3sPoH2DEtLxxzPrCNj","87292191133","","2011","D","USD","6728768.0"
"mWeQNrz4X6PfPkw5Gqqbn8","87292191133","","2012","D","USD","2590704.61258"
"F4ZoSqj4DfUxhPZDhmqco5","87292191133","","2013","D","USD","3844225.39601"
"WfD7LyipUuDnmS92Yoijj4","87292191133","","2014","D","USD","962840.0"
"UfKcWpkKDxn8kRQ8KH4MSE","87292377397","","2014","D","USD","13418.0"
"Y7zHkQSJfwiFooU8zMyjJC","87292377395","","2014","D","USD","18248.0"
"a2VQjz485dtYVYZLvc6erU","87292377386","","2014","D","USD","109539.0"
"SGjutoqbjLodbNszNWJ3mH","87292377356","","2014","C","USD","88746.0"
"Cwq2at6oRViSKHDheQzXPn","87292377356","","2013","D","USD","63573.781077"
"dEwwqHjmWPGvNftBttyanB","87292377356","","2014","D","USD","27199.0"
"qonGUseSeSS5NRxFCQbvBc","87292377354","","2014","C","USD","98978.0"
"xnPaHWQfBggEd65RB69P5c","87292377354","","2014","D","USD","98977.0"
"SKPE2aucrZdVoSUJMqrnu7","87292374712","","2013","C","USD","258228.460214"
"VGwaPSpXzvPn2gMQVY5toA","87292374712","","2012","D","USD","5982.37376487"
"apVkRCdeArvFaAtcry2s2K","87292374712","","2013","D","USD","211989.039214"
"SYbdBmzsmodmg3rcK2nifa","87292374712","","2014","D","USD","160735.0"
"9v6zUQF6F6dDAhErdNpGPJ","87292376061","","2008","C","USD","4802334.70304"
"GR3cadcww7zzPudQFuuGuH","87292376061","","2008","D","USD","60246.3328354"
"8wDjs6qdGfD4mKqZqUYnLV","87292376061","","2009","D","USD","210353.476679"
"r7XvA9ujff64QcAPUzv4tD","87292376061","","2010","D","USD","385969.192139"
"5uu2whJyjNNGm55TYh9tah","87292376061","","2011","D","USD","262128.0"
"KJCAbwMuGDWF7Nd5GSTfP8","87292376061","","2012","D","USD","224474.019694"
"Qkmbz8pF5pDyByvedwEPD3","87292376061","","2013","D","USD","546569.45763"
"fRWBizJmediaBJafFPkDxZ","87292376061","","2014","D","USD","165890.0"
"G3ywSE7j95vxEkLk5gAcVK","87292376056","","2013","C","USD","1022584.70245"
"L6ayJGFfAu5CJhkdUUqvKL","87292376056","","2013","D","USD","51129.2351223"
"8rB6hYwbYg4SfD9rWsJynd","87292376056","","2014","D","USD","273795.0"
"hJqDj8V6s6pDgryaQzhzcA","87292371459","","2011","C","USD","140000.0"
"WGNFALPe3qNLg2VTuV6c4S","87292371459","","2011","D","USD","60000.0"
"JCKBDMGYUmKbmJ3Xau2N7j","87292371459","","2012","D","USD","62837.9978585"
"pYEqrpgvdDj2K5oMPJGV2Z","87292371459","","2014","D","USD","4525.0"
"Mzqh8yUkCLgFB7nfxJNkXE","87292371753","","2011","C","USD","1770000.0"
"f5gU2REcXndUsG97uAFyGC","87292371753","","2008","D","USD","8462.5489354"
"UJk7UbCpNmxtF9mUJFLVz5","87292371753","","2009","D","USD","330528.406418"
"ohFaEAoP5VrfnSZhEXqkma","87292371753","","2010","D","USD","397142.406508"
"ehhA9PnXFaii3DMeneqE38","87292371753","","2011","D","USD","169860.0"
"stZVC9kvFjTDf7MdAPG8Ji","87292371753","","2012","D","USD","480345.437755"
"nR5DWEuvch7zAaJEipeZg4","87292371753","","2013","D","USD","303399.848302"
"pVw3rc3hWUsuuP7QfAJSEU","87292371753","","2014","D","USD","55380.0"
"bzquwgt9nboXLdiy5PrhDH","87292371755","","2011","C","USD","545000.0"
"mf3L7LEYxhFaQZAiSneM87","87292371755","","2012","D","USD","188273.441865"
"iRjPs7838akP5FCSAN6orj","87292371755","","2013","D","USD","194026.667522"
"aK2bfUAkwXRwyJAeM3QSF8","87292371755","","2014","D","USD","65202.0"
"oS4Ps2HHFBTcpJsLJLAKCY","87292191126","","2008","C","USD","33511944.3408"
"qcfBKZNtzJmqyTRn7FE2bn","87292191126","","2006","D","USD","779244.837665"
"GTqVAyZY8enRTXWDmFmK4Y","87292191126","","2007","D","USD","1736725.88021"
"Uxk886rFVreHsHBqJeLb3T","87292191126","","2008","D","USD","3813752.18072"
"6k3PXRksfPfhUZ4AWCVWwm","87292191126","","2009","D","USD","6752748.47821"
"7ptqaJ3A7ANHT3SuMpgCWg","87292191126","","2010","D","USD","5450949.6553"
"uwA6H5oGVxAPwVDFG7Sj2k","87292191126","","2011","D","USD","4177457.0"
"7S8RwTht3ujq2SEXvpNA2Q","87292191126","","2012","D","USD","4958664.23226"
"CHNxrry6coqtQWHZwRLouS","87292191126","","2013","D","USD","3712684.85129"
"iq8j5AqzhBqoRasWwUU3uR","87292191126","","2014","D","USD","355192.0"
"sZoLFd5Rb3Jg5jTJhAjT6R","87292371694","","2012","C","USD","1428582.60756"
"MeFpSwzqXLPZNdoPcN5cAj","87292371694","","2012","D","USD","298247.792867"
"g5Z2X6eTCLfzZYJbASP3eE","87292371694","","2013","D","USD","546591.148821"
"kkcyxUavrHFdTccorhJSvg","87292371694","","2014","D","USD","519204.0"
"ADrCjtbUy45z3qEZ7UjSGE","87292374526","","2012","C","USD","2749162.40631"
"KUJwrg9uwu6KbRHzd98fw3","87292374526","","2013","D","USD","412885.616691"
"BiBwhKfg2fMDjEeaESkCbP","87292374526","","2014","D","USD","651271.0"
"955WaPgsbKR4Pd9vH5KGfA","87292371438","","2011","C","USD","5000000.0"
"iTLBAcwsTeAF7G3H6b39Zd","87292371438","","2011","D","USD","358066.0"
"R9r6RNWSbca5LEcgzNcGeZ","87292371438","","2012","D","USD","361768.172108"
"S4EqoocVHEprWXeJuWJmRT","87292371438","","2013","D","USD","570204.592137"
"DKN7b2rrhXDQm27Y9p8UDC","87292371438","","2014","D","USD","403985.0"
"mMj3fBpqhU55kCpF8Tc6bS","87292371460","","2011","C","USD","20000000.0"
"ZFtu9D5iFrvJExWPLjYHDY","87292371460","","2013","C","USD","41316553.6342"
"jdRR3RBeHqE6ayGw8xCdHS","87292371460","","2012","D","USD","3254018.5906"
"3rjRYVJJ37DXeFJrGaAPoV","87292371460","","2013","D","USD","2323948.71889"
"txG3WucyWjXNCaz5VuanqZ","87292371460","","2014","D","USD","680139.0"
"hYAsbrhA9qF6TMFsHRf3df","87292367326","","2013","C","USD","5190392.0503"
"A8bxnKgT9ACKChZGYQc2Jk","87292367326","","2014","D","USD","87024.0"
"QLUAqaA7W6w6te8BJWSME4","87292361442","","2012","C","USD","52037716.9765"
"MMSiS4qXCRkYV4AdbfzgT6","87292361442","","2013","D","USD","6566588.60868"
